2;2;1
3;2;3
3;3;1
4;2;6
4;3;3
4;4;1
5;2;10
5;3;4
5;4;3
5;5;1
6;2;15
6;3;7
6;4;3
6;5;3
6;6;1
7;2;21
7;3;9
7;4;5
7;5;3
7;6;3
7;7;1
8;2;28
8;3;13
8;4;6
8;5;4
8;6;3
8;7;3
8;8;1
9;2;36
9;3;16
9;4;9
9;5;6
9;6;3
9;7;3
9;8;3
9;9;1
10;2;45
10;3;20
10;4;11
10;5;7
10;6;5
10;7;3
10;8;3
10;9;3
10;10;1
11;2;55
11;3;23
11;4;14
11;5;9
11;6;6
11;7;4
11;8;3
11;9;3
11;10;3
11;11;1
12;2;66
12;3;30
12;4;15
12;5;10
12;6;6
12;7;5
12;8;3
12;9;3
12;10;3
12;11;3
12;12;1
13;2;78
13;3;32
13;4;19
13;5;12
13;6;9
13;7;6
13;8;5
13;9;3
13;10;3
13;11;3
13;12;3
13;13;1
14;2;91
14;3;39
14;4;22
14;5;16
14;6;9
14;7;7
14;8;5
14;9;4
14;10;3
14;11;3
14;12;3
14;13;3
14;14;1
15;2;105
15;3;44
15;4;25
15;5;15
15;6;11
15;7;8
15;8;6
15;9;5
15;10;3
15;11;3
15;12;3
15;13;3
15;14;3
15;15;1
16;2;120
16;3;52
16;4;28
16;5;18
16;6;14
16;7;10
16;8;6
16;9;6
16;10;5
16;11;3
16;12;3
16;13;3
16;14;3
16;15;3
16;16;1
17;2;136
17;3;58
17;4;33
17;5;22
17;6;15
17;7;11
17;8;8
17;9;6
17;10;5
17;11;4
17;12;3
17;13;3
17;14;3
17;15;3
17;16;3
17;17;1
18;2;153
18;3;67
18;4;37
18;5;26
18;6;15
18;7;14
18;8;9
18;9;7
18;10;6
18;11;5
18;12;3
18;13;3
18;14;3
18;15;3
18;16;3
18;17;3
18;18;1
19;2;171
19;3;72
19;4;42
19;5;27
19;6;20
19;7;15
19;8;10
19;9;9
19;10;6
19;11;5
19;12;5
19;13;3
19;14;3
19;15;3
19;16;3
19;17;3
19;18;3
19;19;1
20;2;190
20;3;86
20;4;45
20;5;33
20;6;21
20;7;17
20;8;11
20;9;10
20;10;6
20;11;6
20;12;5
20;13;4
20;14;3
20;15;3
20;16;3
20;17;3
20;18;3
20;19;3
20;20;1
21;2;210
21;3;94
21;4;54
21;5;35
21;6;24
21;7;17
21;8;12
21;9;10
21;10;8
21;11;6
21;12;5
21;13;5
21;14;3
21;15;3
21;16;3
21;17;3
21;18;3
21;19;3
21;20;3
21;21;1
22;2;231
22;3;103
22;4;58
22;5;39
22;6;27
22;7;20
22;8;16
22;9;12
22;10;9
22;11;7
22;12;6
22;13;5
22;14;5
22;15;3
22;16;3
22;17;3
22;18;3
22;19;3
22;20;3
22;21;3
22;22;1
23;2;253
23;3;111
23;4;63
23;5;41
23;6;30
23;7;21
23;8;17
23;9;12
23;10;10
23;11;8
23;12;6
23;13;6
23;14;5
23;15;4
23;16;3
23;17;3
23;18;3
23;19;3
23;20;3
23;21;3
23;22;3
23;23;1
24;2;276
24;3;125
24;4;66
24;5;43
24;6;28
24;7;24
24;8;15
24;9;15
24;10;11
24;11;9
24;12;6
24;13;6
24;14;5
24;15;5
24;16;3
24;17;3
24;18;3
24;19;3
24;20;3
24;21;3
24;22;3
24;23;3
24;24;1
25;2;300
25;3;130
25;4;77
25;5;50
25;6;36
25;7;27
25;8;20
25;9;15
25;10;13
25;11;10
25;12;8
25;13;6
25;14;6
25;15;5
25;16;5
25;17;3
25;18;3
25;19;3
25;20;3
25;21;3
25;22;3
25;23;3
25;24;3
25;25;1
26;2;325
26;3;141
26;4;81
26;5;55
26;6;38
26;7;29
26;8;22
26;9;17
26;10;14
26;11;12
26;12;9
26;13;7
26;14;6
26;15;5
26;16;5
26;17;4
26;18;3
26;19;3
26;20;3
26;21;3
26;22;3
26;23;3
26;24;3
26;25;3
26;26;1
27;2;351
27;3;150
27;4;91
27;5;59
27;6;43
27;7;31
27;8;22
27;9;17
27;10;15
27;11;11
27;12;9
27;13;9
27;14;6
27;15;6
27;16;5
27;17;5
27;18;3
27;19;3
27;20;3
27;21;3
27;22;3
27;23;3
27;24;3
27;25;3
27;26;3
27;27;1
28;2;378
28;3;166
28;4;91
28;5;64
28;6;46
28;7;34
28;8;23
28;9;20
28;10;16
28;11;13
28;12;10
28;13;9
28;14;6
28;15;6
28;16;5
28;17;5
28;18;5
28;19;3
28;20;3
28;21;3
28;22;3
28;23;3
28;24;3
28;25;3
28;26;3
28;27;3
28;28;1
29;2;406
29;3;180
29;4;103
29;5;71
29;6;49
29;7;37
29;8;28
29;9;21
29;10;16
29;11;13
29;12;12
29;13;10
29;14;8
29;15;6
29;16;6
29;17;5
29;18;5
29;19;4
29;20;3
29;21;3
29;22;3
29;23;3
29;24;3
29;25;3
29;26;3
29;27;3
29;28;3
29;29;1
30;2;435
30;3;190
30;4;109
30;5;73
30;6;45
30;7;38
30;8;30
30;9;23
30;10;15
30;11;16
30;12;12
30;13;11
30;14;9
30;15;7
30;16;6
30;17;6
30;18;5
30;19;5
30;20;3
30;21;3
30;22;3
30;23;3
30;24;3
30;25;3
30;26;3
30;27;3
30;28;3
30;29;3
30;30;1
31;2;465
31;3;196
31;4;117
31;5;83
31;6;56
31;7;41
31;8;32
31;9;26
31;10;20
31;11;16
31;12;12
31;13;11
31;14;9
31;15;8
31;16;6
31;17;6
31;18;5
31;19;5
31;20;5
31;21;3
31;22;3
31;23;3
31;24;3
31;25;3
31;26;3
31;27;3
31;28;3
31;29;3
31;30;3
31;31;1
32;2;496
32;3;219
32;4;120
32;5;83
32;6;61
32;7;47
32;8;28
32;9;28
32;10;22
32;11;18
32;12;15
32;13;13
32;14;10
32;15;9
32;16;6
32;17;6
32;18;6
32;19;5
32;20;5
32;21;4
32;22;3
32;23;3
32;24;3
32;25;3
32;26;3
32;27;3
32;28;3
32;29;3
32;30;3
32;31;3
32;32;1
33;2;528
33;3;223
33;4;132
33;5;90
33;6;63
33;7;48
33;8;36
33;9;30
33;10;23
33;11;17
33;12;16
33;13;13
33;14;10
33;15;10
33;16;8
33;17;6
33;18;6
33;19;5
33;20;5
33;21;5
33;22;3
33;23;3
33;24;3
33;25;3
33;26;3
33;27;3
33;28;3
33;29;3
33;30;3
33;31;3
33;32;3
33;33;1
34;2;561
34;3;257
34;4;144
34;5;95
34;6;69
34;7;52
34;8;39
34;9;31
34;10;24
34;11;20
34;12;16
34;13;13
34;14;11
34;15;11
34;16;9
34;17;7
34;18;6
34;19;6
34;20;5
34;21;5
34;22;5
34;23;3
34;24;3
34;25;3
34;26;3
34;27;3
34;28;3
34;29;3
34;30;3
34;31;3
34;32;3
34;33;3
34;34;1
35;2;595
35;3;271
35;4;153
35;5;99
35;6;76
35;7;53
35;8;41
35;9;33
35;10;27
35;11;21
35;12;16
35;13;15
35;14;13
35;15;11
35;16;9
35;17;9
35;18;6
35;19;6
35;20;5
35;21;5
35;22;5
35;23;4
35;24;3
35;25;3
35;26;3
35;27;3
35;28;3
35;29;3
35;30;3
35;31;3
35;32;3
35;33;3
35;34;3
35;35;1
36;2;630
36;3;275
36;4;153
36;5;107
36;6;66
36;7;59
36;8;43
36;9;36
36;10;29
36;11;22
36;12;15
36;13;16
36;14;13
36;15;11
36;16;10
36;17;9
36;18;6
36;19;6
36;20;6
36;21;5
36;22;5
36;23;5
36;24;3
36;25;3
36;26;3
36;27;3
36;28;3
36;29;3
36;30;3
36;31;3
36;32;3
36;33;3
36;34;3
36;35;3
36;36;1
37;2;666
